AID,Year,Title,Abstract,Authors,Link,DOI
http://arxiv.org/abs/1908.06382v2,2019,"RankSRGAN: Generative Adversarial Networks with Ranker for Image
  Super-Resolution","  Generative Adversarial Networks (GAN) have demonstrated the potential to
recover realistic details for single image super-resolution (SISR). To further
improve the visual quality of super-resolved results, PIRM2018-SR Challenge
employed perceptual metrics to assess the perceptual quality, such as PI, NIQE,
and Ma. However, existing methods cannot directly optimize these
indifferentiable perceptual metrics, which are shown to be highly correlated
with human ratings. To address the problem, we propose Super-Resolution
Generative Adversarial Networks with Ranker (RankSRGAN) to optimize generator
in the direction of perceptual metrics. Specifically, we first train a Ranker
which can learn the behavior of perceptual metrics and then introduce a novel
rank-content loss to optimize the perceptual quality. The most appealing part
is that the proposed method can combine the strengths of different SR methods
to generate better results. Extensive experiments show that RankSRGAN achieves
visually pleasing results and reaches state-of-the-art performance in
perceptual metrics. Project page:
https://wenlongzhang0724.github.io/Projects/RankSRGAN
",Wenlong Zhang; Yihao Liu; Chao Dong; Yu Qiao,http://arxiv.org/abs/1908.06382v2,10.48550/arXiv.1908.06382
http://arxiv.org/abs/2107.09427v1,2021,"RankSRGAN: Super Resolution Generative Adversarial Networks with
  Learning to Rank","  Generative Adversarial Networks (GAN) have demonstrated the potential to
recover realistic details for single image super-resolution (SISR). To further
improve the visual quality of super-resolved results, PIRM2018-SR Challenge
employed perceptual metrics to assess the perceptual quality, such as PI, NIQE,
and Ma. However, existing methods cannot directly optimize these
indifferentiable perceptual metrics, which are shown to be highly correlated
with human ratings. To address the problem, we propose Super-Resolution
Generative Adversarial Networks with Ranker (RankSRGAN) to optimize generator
in the direction of different perceptual metrics. Specifically, we first train
a Ranker which can learn the behaviour of perceptual metrics and then introduce
a novel rank-content loss to optimize the perceptual quality. The most
appealing part is that the proposed method can combine the strengths of
different SR methods to generate better results. Furthermore, we extend our
method to multiple Rankers to provide multi-dimension constraints for the
generator. Extensive experiments show that RankSRGAN achieves visually pleasing
results and reaches state-of-the-art performance in perceptual metrics and
quality. Project page: https://wenlongzhang0517.github.io/Projects/RankSRGAN
",Wenlong Zhang; Yihao Liu; Chao Dong; Yu Qiao,http://arxiv.org/abs/2107.09427v1,10.48550/arXiv.2107.09427
http://arxiv.org/abs/2202.12337v1,2022,"Time Efficient Training of Progressive Generative Adversarial Network
  using Depthwise Separable Convolution and Super Resolution Generative
  Adversarial Network","  Generative Adversarial Networks have been employed successfully to generate
high-resolution augmented images of size 1024^2. Although the augmented images
generated are unprecedented, the training time of the model is exceptionally
high. Conventional GAN requires training of both Discriminator as well as the
Generator. In Progressive GAN, which is the current state-of-the-art GAN for
image augmentation, instead of training the GAN all at once, a new concept of
progressing growing of Discriminator and Generator simultaneously, was
proposed. Although the lower stages such as 4x4 and 8x8 train rather quickly,
the later stages consume a tremendous amount of time which could take days to
finish the model training. In our paper, we propose a novel pipeline that
combines Progressive GAN with slight modifications and Super Resolution GAN.
Super Resolution GAN up samples low-resolution images to high-resolution images
which can prove to be a useful resource to reduce the training time
exponentially.
",Atharva Karwande; Pranesh Kulkarni; Tejas Kolhe; Akshay Joshi; Soham Kamble,http://arxiv.org/abs/2202.12337v1,10.48550/arXiv.2202.12337
http://arxiv.org/abs/1907.03063v1,2019,MRI Super-Resolution with Ensemble Learning and Complementary Priors,"  Magnetic resonance imaging (MRI) is a widely used medical imaging modality.
However, due to the limitations in hardware, scan time, and throughput, it is
often clinically challenging to obtain high-quality MR images. The
super-resolution approach is potentially promising to improve MR image quality
without any hardware upgrade. In this paper, we propose an ensemble learning
and deep learning framework for MR image super-resolution. In our study, we
first enlarged low resolution images using 5 commonly used super-resolution
algorithms and obtained differentially enlarged image datasets with
complementary priors. Then, a generative adversarial network (GAN) is trained
with each dataset to generate super-resolution MR images. Finally, a
convolutional neural network is used for ensemble learning that synergizes the
outputs of GANs into the final MR super-resolution images. According to our
results, the ensemble learning results outcome any one of GAN outputs. Compared
with some state-of-the-art deep learning-based super-resolution methods, our
approach is advantageous in suppressing artifacts and keeping more image
details.
",Qing Lyu; Hongming Shan; Ge Wang,http://arxiv.org/abs/1907.03063v1,10.1109/TCI.2020.2964201
http://arxiv.org/abs/2003.03489v1,2020,"Super Resolution Using Segmentation-Prior Self-Attention Generative
  Adversarial Network","  Convolutional Neural Network (CNN) is intensively implemented to solve super
resolution (SR) tasks because of its superior performance. However, the problem
of super resolution is still challenging due to the lack of prior knowledge and
small receptive field of CNN. We propose the Segmentation-Piror Self-Attention
Generative Adversarial Network (SPSAGAN) to combine segmentation-priors and
feature attentions into a unified framework. This combination is led by a
carefully designed weighted addition to balance the influence of feature and
segmentation attentions, so that the network can emphasize textures in the same
segmentation category and meanwhile focus on the long-distance feature
relationship. We also propose a lightweight skip connection architecture called
Residual-in-Residual Sparse Block (RRSB) to further improve the
super-resolution performance and save computation. Extensive experiments show
that SPSAGAN can generate more realistic and visually pleasing textures
compared to state-of-the-art SFTGAN and ESRGAN on many SR datasets.
",Yuxin Zhang; Zuquan Zheng; Roland Hu,http://arxiv.org/abs/2003.03489v1,10.48550/arXiv.2003.03489
http://arxiv.org/abs/2212.13068v1,2022,"Transformer and GAN Based Super-Resolution Reconstruction Network for
  Medical Images","  Because of the necessity to obtain high-quality images with minimal radiation
doses, such as in low-field magnetic resonance imaging, super-resolution
reconstruction in medical imaging has become more popular (MRI). However, due
to the complexity and high aesthetic requirements of medical imaging, image
super-resolution reconstruction remains a difficult challenge. In this paper,
we offer a deep learning-based strategy for reconstructing medical images from
low resolutions utilizing Transformer and Generative Adversarial Networks
(T-GAN). The integrated system can extract more precise texture information and
focus more on important locations through global image matching after
successfully inserting Transformer into the generative adversarial network for
picture reconstruction. Furthermore, we weighted the combination of content
loss, adversarial loss, and adversarial feature loss as the final multi-task
loss function during the training of our proposed model T-GAN. In comparison to
established measures like PSNR and SSIM, our suggested T-GAN achieves optimal
performance and recovers more texture features in super-resolution
reconstruction of MRI scanned images of the knees and belly.
",Weizhi Du; Harvery Tian,http://arxiv.org/abs/2212.13068v1,10.48550/arXiv.2212.13068
http://arxiv.org/abs/1912.09497v1,2019,"Anisotropic Super Resolution in Prostate MRI using Super Resolution
  Generative Adversarial Networks","  Acquiring High Resolution (HR) Magnetic Resonance (MR) images requires the
patient to remain still for long periods of time, which causes patient
discomfort and increases the probability of motion induced image artifacts. A
possible solution is to acquire low resolution (LR) images and to process them
with the Super Resolution Generative Adversarial Network (SRGAN) to create a
super-resolved version. This work applies SRGAN to MR images of the prostate
and performs three experiments. The first experiment explores improving the
in-plane MR image resolution by factors of 4 and 8, and shows that, while the
PSNR and SSIM (Structural SIMilarity) metrics are lower than the isotropic
bicubic interpolation baseline, the SRGAN is able to create images that have
high edge fidelity. The second experiment explores anisotropic super-resolution
via synthetic images, in that the input images to the network are
anisotropically downsampled versions of HR images. This experiment demonstrates
the ability of the modified SRGAN to perform anisotropic super-resolution, with
quantitative image metrics that are comparable to those of the anisotropic
bicubic interpolation baseline. Finally, the third experiment applies a
modified version of the SRGAN to super-resolve anisotropic images obtained from
the through-plane slices of the volumetric MR data. The output super-resolved
images contain a significant amount of high frequency information that make
them visually close to their HR counterparts. Overall, the promising results
from each experiment show that super-resolution for MR images is a successful
technique and that producing isotropic MR image volumes from anisotropic slices
is an achievable goal.
",Rewa Sood; Mirabela Rusu,http://arxiv.org/abs/1912.09497v1,10.1109/ISBI.2019.8759237
http://arxiv.org/abs/2111.08685v1,2021,"A Latent Encoder Coupled Generative Adversarial Network (LE-GAN) for
  Efficient Hyperspectral Image Super-resolution","  Realistic hyperspectral image (HSI) super-resolution (SR) techniques aim to
generate a high-resolution (HR) HSI with higher spectral and spatial fidelity
from its low-resolution (LR) counterpart. The generative adversarial network
(GAN) has proven to be an effective deep learning framework for image
super-resolution. However, the optimisation process of existing GAN-based
models frequently suffers from the problem of mode collapse, leading to the
limited capacity of spectral-spatial invariant reconstruction. This may cause
the spectral-spatial distortion on the generated HSI, especially with a large
upscaling factor. To alleviate the problem of mode collapse, this work has
proposed a novel GAN model coupled with a latent encoder (LE-GAN), which can
map the generated spectral-spatial features from the image space to the latent
space and produce a coupling component to regularise the generated samples.
Essentially, we treat an HSI as a high-dimensional manifold embedded in a
latent space. Thus, the optimisation of GAN models is converted to the problem
of learning the distributions of high-resolution HSI samples in the latent
space, making the distributions of the generated super-resolution HSIs closer
to those of their original high-resolution counterparts. We have conducted
experimental evaluations on the model performance of super-resolution and its
capability in alleviating mode collapse. The proposed approach has been tested
and validated based on two real HSI datasets with different sensors (i.e.
AVIRIS and UHD-185) for various upscaling factors and added noise levels, and
compared with the state-of-the-art super-resolution models (i.e. HyCoNet, LTTR,
BAGAN, SR- GAN, WGAN).
",Yue Shi; Liangxiu Han; Lianghao Han; Sheng Chang; Tongle Hu; Darren Dancey,http://arxiv.org/abs/2111.08685v1,10.1109/TGRS.2022.3193441
http://arxiv.org/abs/2110.05047v1,2021,"Super-resolution reconstruction of turbulent flow at various Reynolds
  numbers based on generative adversarial networks","  This study presents a deep learning-based framework to reconstruct
high-resolution turbulent velocity fields from extremely low-resolution data at
various Reynolds numbers using the concept of generative adversarial networks
(GANs). A multiscale enhanced super-resolution generative adversarial network
(MS-ESRGAN) is applied as a model to reconstruct the high-resolution velocity
fields, and direct numerical simulation (DNS) data of turbulent channel flow
with large longitudinal ribs at various Reynolds numbers are used to evaluate
the performance of the model. The model is found to have the capacity to
accurately reproduce high-resolution velocity fields from data at two different
low-resolution levels in terms of the quantities of velocity fields and
turbulent statistics. The results further reveal that the model is able to
reconstruct velocity fields at Reynolds numbers that are not used in the
training process.
",Mustafa Z. Yousif; Linqi Yu; Hee-Chang Lim,http://arxiv.org/abs/2110.05047v1,10.1063/5.0074724
http://arxiv.org/abs/2111.14320v1,2021,"SwiftSRGAN -- Rethinking Super-Resolution for Efficient and Real-time
  Inference","  In recent years, there have been several advancements in the task of image
super-resolution using the state of the art Deep Learning-based architectures.
Many super-resolution-based techniques previously published, require high-end
and top-of-the-line Graphics Processing Unit (GPUs) to perform image
super-resolution. With the increasing advancements in Deep Learning approaches,
neural networks have become more and more compute hungry. We took a step back
and, focused on creating a real-time efficient solution. We present an
architecture that is faster and smaller in terms of its memory footprint. The
proposed architecture uses Depth-wise Separable Convolutions to extract
features and, it performs on-par with other super-resolution GANs (Generative
Adversarial Networks) while maintaining real-time inference and a low memory
footprint. A real-time super-resolution enables streaming high resolution media
content even under poor bandwidth conditions. While maintaining an efficient
trade-off between the accuracy and latency, we are able to produce a comparable
performance model which is one-eighth (1/8) the size of super-resolution GANs
and computes 74 times faster than super-resolution GANs.
",Koushik Sivarama Krishnan; Karthik Sivarama Krishnan,http://arxiv.org/abs/2111.14320v1,10.1109/ICICyTA53712.2021.9689188
http://arxiv.org/abs/1807.00270v1,2018,"Performance Comparison of Convolutional AutoEncoders, Generative
  Adversarial Networks and Super-Resolution for Image Compression","  Image compression has been investigated for many decades. Recently, deep
learning approaches have achieved a great success in many computer vision
tasks, and are gradually used in image compression. In this paper, we develop
three overall compression architectures based on convolutional autoencoders
(CAEs), generative adversarial networks (GANs) as well as super-resolution
(SR), and present a comprehensive performance comparison. According to
experimental results, CAEs achieve better coding efficiency than JPEG by
extracting compact features. GANs show potential advantages on large
compression ratio and high subjective quality reconstruction. Super-resolution
achieves the best rate-distortion (RD) performance among them, which is
comparable to BPG.
",Zhengxue Cheng; Heming Sun; Masaru Takeuchi; Jiro Katto,http://arxiv.org/abs/1807.00270v1,10.48550/arXiv.1807.00270
http://arxiv.org/abs/1809.00437v1,2018,"Unsupervised Image Super-Resolution using Cycle-in-Cycle Generative
  Adversarial Networks","  We consider the single image super-resolution problem in a more general case
that the low-/high-resolution pairs and the down-sampling process are
unavailable. Different from traditional super-resolution formulation, the
low-resolution input is further degraded by noises and blurring. This
complicated setting makes supervised learning and accurate kernel estimation
impossible. To solve this problem, we resort to unsupervised learning without
paired data, inspired by the recent successful image-to-image translation
applications. With generative adversarial networks (GAN) as the basic
component, we propose a Cycle-in-Cycle network structure to tackle the problem
within three steps. First, the noisy and blurry input is mapped to a noise-free
low-resolution space. Then the intermediate image is up-sampled with a
pre-trained deep model. Finally, we fine-tune the two modules in an end-to-end
manner to get the high-resolution output. Experiments on NTIRE2018 datasets
demonstrate that the proposed unsupervised method achieves comparable results
as the state-of-the-art supervised models.
",Yuan Yuan; Siyuan Liu; Jiawei Zhang; Yongbing Zhang; Chao Dong; Liang Lin,http://arxiv.org/abs/1809.00437v1,10.48550/arXiv.1809.00437
http://arxiv.org/abs/1902.02144v2,2019,"Progressive Generative Adversarial Networks for Medical Image Super
  resolution","  Anatomical landmark segmentation and pathology localization are important
steps in automated analysis of medical images. They are particularly
challenging when the anatomy or pathology is small, as in retinal images and
cardiac MRI, or when the image is of low quality due to device acquisition
parameters as in magnetic resonance (MR) scanners. We propose an image
super-resolution method using progressive generative adversarial networks
(P-GAN) that can take as input a low-resolution image and generate a high
resolution image of desired scaling factor. The super resolved images can be
used for more accurate detection of landmarks and pathology. Our primary
contribution is in proposing a multistage model where the output image quality
of one stage is progressively improved in the next stage by using a triplet
loss function. The triplet loss enables stepwise image quality improvement by
using the output of the previous stage as the baseline. This facilitates
generation of super resolved images of high scaling factor while maintaining
good image quality. Experimental results for image super-resolution show that
our proposed multistage P-GAN outperforms competing methods and baseline GAN.
",Dwarikanath Mahapatra; Behzad Bozorgtabar,http://arxiv.org/abs/1902.02144v2,10.48550/arXiv.1902.02144
http://arxiv.org/abs/2010.04506v1,2020,Phase-aware music super-resolution using generative adversarial networks,"  Audio super-resolution is a challenging task of recovering the missing
high-resolution features from a low-resolution signal. To address this,
generative adversarial networks (GAN) have been used to achieve promising
results by training the mappings between magnitudes of the low and
high-frequency components. However, phase information is not well-considered
for waveform reconstruction in conventional methods. In this paper, we tackle
the problem of music super-resolution and conduct a thorough investigation on
the importance of phase for this task. We use GAN to predict the magnitudes of
the high-frequency components. The corresponding phase information can be
extracted using either a GAN-based waveform synthesis system or a modified
Griffin-Lim algorithm. Experimental results show that phase information plays
an important role in the improvement of the reconstructed music quality.
Moreover, our proposed method significantly outperforms other state-of-the-art
methods in terms of objective evaluations.
",Shichao Hu; Bin Zhang; Beici Liang; Ethan Zhao; Simon Lui,http://arxiv.org/abs/2010.04506v1,10.48550/arXiv.2010.04506
http://arxiv.org/abs/2011.04145v1,2020,"Fine Perceptive GANs for Brain MR Image Super-Resolution in Wavelet
  Domain","  Magnetic resonance imaging plays an important role in computer-aided
diagnosis and brain exploration. However, limited by hardware, scanning time
and cost, it's challenging to acquire high-resolution (HR) magnetic resonance
(MR) image clinically. In this paper, fine perceptive generative adversarial
networks (FP-GANs) is proposed to produce HR MR images from low-resolution
counterparts. It can cope with the detail insensitive problem of the existing
super-resolution model in a divide-and-conquer manner. Specifically, FP-GANs
firstly divides an MR image into low-frequency global approximation and
high-frequency anatomical texture in wavelet domain. Then each sub-band
generative adversarial network (sub-band GAN) conquers the super-resolution
procedure of each single sub-band image. Meanwhile, sub-band attention is
deployed to tune focus between global and texture information. It can focus on
sub-band images instead of feature maps to further enhance the anatomical
reconstruction ability of FP-GANs. In addition, inverse discrete wavelet
transformation (IDWT) is integrated into model for taking the reconstruction of
whole image into account. Experiments on MultiRes_7T dataset demonstrate that
FP-GANs outperforms the competing methods quantitatively and qualitatively.
",Senrong You; Yong Liu; Baiying Lei; Shuqiang Wang,http://arxiv.org/abs/2011.04145v1,10.48550/arXiv.2011.04145
http://arxiv.org/abs/2206.09193v2,2022,"Multi-Modality Image Super-Resolution using Generative Adversarial
  Networks","  Over the past few years deep learning-based techniques such as Generative
Adversarial Networks (GANs) have significantly improved solutions to image
super-resolution and image-to-image translation problems. In this paper, we
propose a solution to the joint problem of image super-resolution and
multi-modality image-to-image translation. The problem can be stated as the
recovery of a high-resolution image in a modality, given a low-resolution
observation of the same image in an alternative modality. Our paper offers two
models to address this problem and will be evaluated on the recovery of
high-resolution day images given low-resolution night images of the same scene.
Promising qualitative and quantitative results will be presented for each
model.
",Aref Abedjooy; Mehran Ebrahimi,http://arxiv.org/abs/2206.09193v2,10.48550/arXiv.2206.09193
http://arxiv.org/abs/2207.08036v1,2022,Single MR Image Super-Resolution using Generative Adversarial Network,"  Spatial resolution of medical images can be improved using super-resolution
methods. Real Enhanced Super Resolution Generative Adversarial Network
(Real-ESRGAN) is one of the recent effective approaches utilized to produce
higher resolution images, given input images of lower resolution. In this
paper, we apply this method to enhance the spatial resolution of 2D MR images.
In our proposed approach, we slightly modify the structure of the Real-ESRGAN
to train 2D Magnetic Resonance images (MRI) taken from the Brain Tumor
Segmentation Challenge (BraTS) 2018 dataset. The obtained results are validated
qualitatively and quantitatively by computing SSIM (Structural Similarity Index
Measure), NRMSE (Normalized Root Mean Square Error), MAE (Mean Absolute Error),
and VIF (Visual Information Fidelity) values.
",Shawkh Ibne Rashid; Elham Shakibapour; Mehran Ebrahimi,http://arxiv.org/abs/2207.08036v1,10.48550/arXiv.2207.08036
http://arxiv.org/abs/2211.03550v3,2022,"Underwater Image Super-Resolution using Generative Adversarial
  Network-based Model","  Single image super-resolution (SISR) methods can enhance the resolution and
quality of underwater images. Enhancing the resolution of underwater images
leads to better performance of autonomous underwater vehicles (AUVs). In this
work, we fine-tune the Real-Enhanced Super-Resolution Generative Adversarial
Network (Real-ESRGAN) model to increase the resolution of underwater images. In
our proposed approach, the pre-trained generator and discriminator networks of
the Real-ESRGAN model are fine-tuned using underwater image datasets. We used
USR-248 and UFO-120 datasets to fine-tune the Real-ESRGAN model. Our fine-tuned
model produces images with better resolution and quality compared to the
original model.
",Alireza Aghelan,http://arxiv.org/abs/2211.03550v3,10.48550/arXiv.2211.03550
