AID,Year,Title,Abstract,Authors,DOI,Link
http://arxiv.org/abs/2301.01557v1,2023,"Super-Resolution Imaging with Multiparameter Quantum Metrology in
  Passive Remote Sensing","  We study super-resolution imaging theoretically using a distant n-mode
interferometer in the microwave regime for passive remote sensing, used e.g.,
for satellites like the ""soil moisture and ocean salinity (SMOS)"" mission to
observe the surface of the Earth. We give a complete quantum mechanical
analysis of multiparameter estimation of the temperatures on the source plane.
We find the optimal detection modes by combining incoming modes with an
optimized unitary that enables the most informative measurement based on photon
counting in the detection modes and saturates the quantum Cram\'er-Rao bound
from the symmetric logarithmic derivative for the parameter set of
temperatures. In our numerical analysis, we achieved a quantum-enhanced
super-resolution by reconstructing an image using the maximum likelihood
estimator with a pixel size of 3 km, which is ten times smaller than the
spatial resolution of SMOS with comparable parameters. Further, we find the
optimized unitary for uniform temperature distribution on the source plane,
with the temperatures corresponding to the average temperatures of the image.
Even though the corresponding unitary was not optimized for the specific image,
it still gives a super-resolution compared to local measurement scenarios for
the theoretically possible maximum number of measurements.
",Emre Köse; Daniel Braun,10.48550/arXiv.2301.01557,http://arxiv.org/abs/2301.01557v1
http://arxiv.org/abs/2003.09085v5,2020,"Small-Object Detection in Remote Sensing Images with End-to-End
  Edge-Enhanced GAN and Object Detector Network","  The detection performance of small objects in remote sensing images is not
satisfactory compared to large objects, especially in low-resolution and noisy
images. A generative adversarial network (GAN)-based model called enhanced
super-resolution GAN (ESRGAN) shows remarkable image enhancement performance,
but reconstructed images miss high-frequency edge information. Therefore,
object detection performance degrades for small objects on recovered noisy and
low-resolution remote sensing images. Inspired by the success of edge enhanced
GAN (EEGAN) and ESRGAN, we apply a new edge-enhanced super-resolution GAN
(EESRGAN) to improve the image quality of remote sensing images and use
different detector networks in an end-to-end manner where detector loss is
backpropagated into the EESRGAN to improve the detection performance. We
propose an architecture with three components: ESRGAN, Edge Enhancement Network
(EEN), and Detection network. We use residual-in-residual dense blocks (RRDB)
for both the ESRGAN and EEN, and for the detector network, we use the faster
region-based convolutional network (FRCNN) (two-stage detector) and single-shot
multi-box detector (SSD) (one stage detector). Extensive experiments on a
public (car overhead with context) and a self-assembled (oil and gas storage
tank) satellite dataset show superior performance of our method compared to the
standalone state-of-the-art object detectors.
",Jakaria Rabbi; Nilanjan Ray; Matthias Schubert; Subir Chowdhury; Dennis Chao,10.48550/arXiv.2003.09085,http://arxiv.org/abs/2003.09085v5
http://arxiv.org/abs/2005.06382v4,2020,"Super-Resolution Domain Adaptation Networks for Semantic Segmentation
  via Pixel and Output Level Aligning","  Recently, Unsupervised Domain Adaptation (UDA) has attracted increasing
attention to address the domain shift problem in the semantic segmentation
task. Although previous UDA methods have achieved promising performance, they
still suffer from the distribution gaps between source and target domains,
especially the resolution discrepany in the remote sensing images. To address
this problem, this paper designs a novel end-to-end semantic segmentation
network, namely Super-Resolution Domain Adaptation Network (SRDA-Net). SRDA-Net
can simultaneously achieve the super-resolution task and the domain adaptation
task, thus satisfying the requirement of semantic segmentation for remote
sensing images which usually involve various resolution images. The proposed
SRDA-Net includes three parts: a Super-Resolution and Segmentation (SRS) model
which focuses on recovering high-resolution image and predicting segmentation
map, a Pixel-level Domain Classifier (PDC) for determining which domain the
pixel belongs to, and an Output-space Domain Classifier (ODC) for
distinguishing which domain the pixel contribution is from. By jointly
optimizing SRS with two classifiers, the proposed method can not only
eliminates the resolution difference between source and target domains, but
also improve the performance of the semantic segmentation task. Experimental
results on two remote sensing datasets with different resolutions demonstrate
that SRDA-Net performs favorably against some state-of-the-art methods in terms
of accuracy and visual quality. Code and models are available at
https://github.com/tangzhenjie/SRDA-Net.
",Junfeng Wu; Zhenjie Tang; Congan Xu; Enhai Liu; Long Gao; Wenjun Yan,10.48550/arXiv.2005.06382,http://arxiv.org/abs/2005.06382v4
http://arxiv.org/abs/2003.07955v1,2020,"An End-to-end Framework For Low-Resolution Remote Sensing Semantic
  Segmentation","  High-resolution images for remote sensing applications are often not
affordable or accessible, especially when in need of a wide temporal span of
recordings. Given the easy access to low-resolution (LR) images from
satellites, many remote sensing works rely on this type of data. The problem is
that LR images are not appropriate for semantic segmentation, due to the need
for high-quality data for accurate pixel prediction for this task. In this
paper, we propose an end-to-end framework that unites a super-resolution and a
semantic segmentation module in order to produce accurate thematic maps from LR
inputs. It allows the semantic segmentation network to conduct the
reconstruction process, modifying the input image with helpful textures. We
evaluate the framework with three remote sensing datasets. The results show
that the framework is capable of achieving a semantic segmentation performance
close to native high-resolution data, while also surpassing the performance of
a network trained with LR inputs.
",Matheus Barros Pereira; Jefersson Alex dos Santos,10.48550/arXiv.2003.07955,http://arxiv.org/abs/2003.07955v1
http://arxiv.org/abs/2302.08046v1,2023,"Continuous Remote Sensing Image Super-Resolution based on Context
  Interaction in Implicit Function Space","  Despite its fruitful applications in remote sensing, image super-resolution
is troublesome to train and deploy as it handles different resolution
magnifications with separate models. Accordingly, we propose a
highly-applicable super-resolution framework called FunSR, which settles
different magnifications with a unified model by exploiting context interaction
within implicit function space. FunSR composes a functional representor, a
functional interactor, and a functional parser. Specifically, the representor
transforms the low-resolution image from Euclidean space to multi-scale
pixel-wise function maps; the interactor enables pixel-wise function expression
with global dependencies; and the parser, which is parameterized by the
interactor's output, converts the discrete coordinates with additional
attributes to RGB values. Extensive experimental results demonstrate that FunSR
reports state-of-the-art performance on both fixed-magnification and
continuous-magnification settings, meanwhile, it provides many friendly
applications thanks to its unified nature.
",Keyan Chen; Wenyuan Li; Sen Lei; Jianqi Chen; Xiaolong Jiang; Zhengxia Zou; Zhenwei Shi,10.48550/arXiv.2302.08046,http://arxiv.org/abs/2302.08046v1
http://arxiv.org/abs/2104.10268v1,2021,"TWIST-GAN: Towards Wavelet Transform and Transferred GAN for
  Spatio-Temporal Single Image Super Resolution","  Single Image Super-resolution (SISR) produces high-resolution images with
fine spatial resolutions from aremotely sensed image with low spatial
resolution. Recently, deep learning and generative adversarial networks(GANs)
have made breakthroughs for the challenging task of single image
super-resolution (SISR). However, thegenerated image still suffers from
undesirable artifacts such as, the absence of texture-feature representationand
high-frequency information. We propose a frequency domain-based spatio-temporal
remote sensingsingle image super-resolution technique to reconstruct the HR
image combined with generative adversarialnetworks (GANs) on various frequency
bands (TWIST-GAN). We have introduced a new method incorporatingWavelet
Transform (WT) characteristics and transferred generative adversarial network.
The LR image hasbeen split into various frequency bands by using the WT,
whereas, the transfer generative adversarial networkpredicts high-frequency
components via a proposed architecture. Finally, the inverse transfer of
waveletsproduces a reconstructed image with super-resolution. The model is
first trained on an external DIV2 Kdataset and validated with the UC Merceed
Landsat remote sensing dataset and Set14 with each image sizeof 256x256.
Following that, transferred GANs are used to process spatio-temporal remote
sensing images inorder to minimize computation cost differences and improve
texture information. The findings are comparedqualitatively and qualitatively
with the current state-of-art approaches. In addition, we saved about 43% of
theGPU memory during training and accelerated the execution of our simplified
version by eliminating batchnormalization layers.
",Fayaz Ali Dharejo; Farah Deeba; Yuanchun Zhou; Bhagwan Das; Munsif Ali Jatoi; Muhammad Zawish; Yi Du; Xuezhi Wang,10.1145/3456726,http://arxiv.org/abs/2104.10268v1
http://arxiv.org/abs/2109.00960v1,2021,Infrared Image Super-Resolution via Heterogeneous Convolutional WGAN,"  Image super-resolution is important in many fields, such as surveillance and
remote sensing. However, infrared (IR) images normally have low resolution
since the optical equipment is relatively expensive. Recently, deep learning
methods have dominated image super-resolution and achieved remarkable
performance on visible images; however, IR images have received less attention.
IR images have fewer patterns, and hence, it is difficult for deep neural
networks (DNNs) to learn diverse features from IR images. In this paper, we
present a framework that employs heterogeneous convolution and adversarial
training, namely, heterogeneous kernel-based super-resolution Wasserstein GAN
(HetSRWGAN), for IR image super-resolution. The HetSRWGAN algorithm is a
lightweight GAN architecture that applies a plug-and-play heterogeneous
kernel-based residual block. Moreover, a novel loss function that employs image
gradients is adopted, which can be applied to an arbitrary model. The proposed
HetSRWGAN achieves consistently better performance in both qualitative and
quantitative evaluations. According to the experimental results, the whole
training process is more stable.
",Yongsong Huang; Zetao Jiang; Qingzhong Wang; Qi Jiang; Guoming Pang,10.1007/978-3-030-89363-7_35,http://arxiv.org/abs/2109.00960v1
http://arxiv.org/abs/2107.06536v1,2021,"Multi-Attention Generative Adversarial Network for Remote Sensing Image
  Super-Resolution","  Image super-resolution (SR) methods can generate remote sensing images with
high spatial resolution without increasing the cost, thereby providing a
feasible way to acquire high-resolution remote sensing images, which are
difficult to obtain due to the high cost of acquisition equipment and complex
weather. Clearly, image super-resolution is a severe ill-posed problem.
Fortunately, with the development of deep learning, the powerful fitting
ability of deep neural networks has solved this problem to some extent. In this
paper, we propose a network based on the generative adversarial network (GAN)
to generate high resolution remote sensing images, named the multi-attention
generative adversarial network (MA-GAN). We first designed a GAN-based
framework for the image SR task. The core to accomplishing the SR task is the
image generator with post-upsampling that we designed. The main body of the
generator contains two blocks; one is the pyramidal convolution in the
residual-dense block (PCRDB), and the other is the attention-based upsample
(AUP) block. The attentioned pyramidal convolution (AttPConv) in the PCRDB
block is a module that combines multi-scale convolution and channel attention
to automatically learn and adjust the scaling of the residuals for better
results. The AUP block is a module that combines pixel attention (PA) to
perform arbitrary multiples of upsampling. These two blocks work together to
help generate better quality images. For the loss function, we design a loss
function based on pixel loss and introduce both adversarial loss and feature
loss to guide the generator learning. We have compared our method with several
state-of-the-art methods on a remote sensing scene image dataset, and the
experimental results consistently demonstrate the effectiveness of the proposed
MA-GAN.
",Meng Xu; Zhihao Wang; Jiasong Zhu; Xiuping Jia; Sen Jia,10.48550/arXiv.2107.06536,http://arxiv.org/abs/2107.06536v1
http://arxiv.org/abs/1812.09375v1,2018,"Multi-Frame Super-Resolution Reconstruction with Applications to Medical
  Imaging","  The optical resolution of a digital camera is one of its most crucial
parameters with broad relevance for consumer electronics, surveillance systems,
remote sensing, or medical imaging. However, resolution is physically limited
by the optics and sensor characteristics. In addition, practical and economic
reasons often stipulate the use of out-dated or low-cost hardware.
Super-resolution is a class of retrospective techniques that aims at
high-resolution imagery by means of software. Multi-frame algorithms approach
this task by fusing multiple low-resolution frames to reconstruct
high-resolution images. This work covers novel super-resolution methods along
with new applications in medical imaging.
",Thomas Köhler,10.48550/arXiv.1812.09375,http://arxiv.org/abs/1812.09375v1
http://arxiv.org/abs/1907.06490v2,2019,"DeepSUM: Deep neural network for Super-resolution of Unregistered
  Multitemporal images","  Recently, convolutional neural networks (CNN) have been successfully applied
to many remote sensing problems. However, deep learning techniques for
multi-image super-resolution from multitemporal unregistered imagery have
received little attention so far. This work proposes a novel CNN-based
technique that exploits both spatial and temporal correlations to combine
multiple images. This novel framework integrates the spatial registration task
directly inside the CNN, and allows to exploit the representation learning
capabilities of the network to enhance registration accuracy. The entire
super-resolution process relies on a single CNN with three main stages: shared
2D convolutions to extract high-dimensional features from the input images; a
subnetwork proposing registration filters derived from the high-dimensional
feature representations; 3D convolutions for slow fusion of the features from
multiple images. The whole network can be trained end-to-end to recover a
single high resolution image from multiple unregistered low resolution images.
The method presented in this paper is the winner of the PROBA-V
super-resolution challenge issued by the European Space Agency.
",Andrea Bordone Molini; Diego Valsesia; Giulia Fracastoro; Enrico Magli,10.1109/TGRS.2019.2959248,http://arxiv.org/abs/1907.06490v2
http://arxiv.org/abs/1911.07934v3,2019,Training Set Effect on Super Resolution for Automated Target Recognition,"  Single Image Super Resolution (SISR) is the process of mapping a
low-resolution image to a high resolution image. This inherently has
applications in remote sensing as a way to increase the spatial resolution in
satellite imagery. This suggests a possible improvement to automated target
recognition in image classification and object detection. We explore the effect
that different training sets have on SISR with the network, Super Resolution
Generative Adversarial Network (SRGAN). We train 5 SRGANs on different land-use
classes (e.g. agriculture, cities, ports) and test them on the same unseen
dataset. We attempt to find the qualitative and quantitative differences in
SISR, binary classification, and object detection performance. We find that
curated training sets that contain objects in the test ontology perform better
on both computer vision tasks while having a complex distribution of images
allows object detection models to perform better. However, Super Resolution
(SR) might not be beneficial to certain problems and will see a diminishing
amount of returns for datasets that are closer to being solved.
",Matthew Ciolino; David Noever; Josh Kalin,10.48550/arXiv.1911.07934,http://arxiv.org/abs/1911.07934v3
http://arxiv.org/abs/2211.11592v2,2022,Guided Depth Super-Resolution by Deep Anisotropic Diffusion,"  Performing super-resolution of a depth image using the guidance from an RGB
image is a problem that concerns several fields, such as robotics, medical
imaging, and remote sensing. While deep learning methods have achieved good
results in this problem, recent work highlighted the value of combining modern
methods with more formal frameworks. In this work, we propose a novel approach
which combines guided anisotropic diffusion with a deep convolutional network
and advances the state of the art for guided depth super-resolution. The edge
transferring/enhancing properties of the diffusion are boosted by the
contextual reasoning capabilities of modern networks, and a strict adjustment
step guarantees perfect adherence to the source image. We achieve unprecedented
results in three commonly used benchmarks for guided depth super-resolution.
The performance gain compared to other methods is the largest at larger scales,
such as x32 scaling. Code for the proposed method will be made available to
promote reproducibility of our results.
",Nando Metzger; Rodrigo Caye Daudt; Konrad Schindler,10.48550/arXiv.2211.11592,http://arxiv.org/abs/2211.11592v2
http://arxiv.org/abs/1903.00440v1,2019,Deep Learning for Multiple-Image Super-Resolution,"  Super-resolution reconstruction (SRR) is a process aimed at enhancing spatial
resolution of images, either from a single observation, based on the learned
relation between low and high resolution, or from multiple images presenting
the same scene. SRR is particularly valuable, if it is infeasible to acquire
images at desired resolution, but many images of the same scene are available
at lower resolution---this is inherent to a variety of remote sensing
scenarios. Recently, we have witnessed substantial improvement in single-image
SRR attributed to the use of deep neural networks for learning the relation
between low and high resolution. Importantly, deep learning has not been
exploited for multiple-image SRR, which benefits from information fusion and in
general allows for achieving higher reconstruction accuracy. In this letter, we
introduce a new method which combines the advantages of multiple-image fusion
with learning the low-to-high resolution mapping using deep networks. The
reported experimental results indicate that our algorithm outperforms the
state-of-the-art SRR methods, including these that operate from a single image,
as well as those that perform multiple-image fusion.
",Michal Kawulok; Pawel Benecki; Szymon Piechaczek; Krzysztof Hrynczenko; Daniel Kostrzewa; Jakub Nalepa,10.1109/LGRS.2019.2940483,http://arxiv.org/abs/1903.00440v1
http://arxiv.org/abs/2007.15417v1,2020,"Very Deep Super-Resolution of Remotely Sensed Images with Mean Square
  Error and Var-norm Estimators as Loss Functions","  In this work, very deep super-resolution (VDSR) method is presented for
improving the spatial resolution of remotely sensed (RS) images for scale
factor 4. The VDSR net is re-trained with Sentinel-2 images and with drone aero
orthophoto images, thus becomes RS-VDSR and Aero-VDSR, respectively. A novel
loss function, the Var-norm estimator, is proposed in the regression layer of
the convolutional neural network during re-training and prediction. According
to numerical and optical comparisons, the proposed nets RS-VDSR and Aero-VDSR
can outperform VDSR during prediction with RS images. RS-VDSR outperforms VDSR
up to 3.16 dB in terms of PSNR in Sentinel-2 images.
",Antigoni Panagiotopoulou; Lazaros Grammatikopoulos; Eleni Charou; Emmanuel Bratsolis; Nicholas Madamopoulos; John Petrogonas,10.48550/arXiv.2007.15417,http://arxiv.org/abs/2007.15417v1
http://arxiv.org/abs/2011.09701v2,2020,"Spectral Response Function Guided Deep Optimization-driven Network for
  Spectral Super-resolution","  Hyperspectral images are crucial for many research works. Spectral
super-resolution (SSR) is a method used to obtain high spatial resolution (HR)
hyperspectral images from HR multispectral images. Traditional SSR methods
include model-driven algorithms and deep learning. By unfolding a variational
method, this paper proposes an optimization-driven convolutional neural network
(CNN) with a deep spatial-spectral prior, resulting in physically interpretable
networks. Unlike the fully data-driven CNN, auxiliary spectral response
function (SRF) is utilized to guide CNNs to group the bands with spectral
relevance. In addition, the channel attention module (CAM) and reformulated
spectral angle mapper loss function are applied to achieve an effective
reconstruction model. Finally, experiments on two types of datasets, including
natural and remote sensing images, demonstrate the spectral enhancement effect
of the proposed method. And the classification results on the remote sensing
dataset also verified the validity of the information enhanced by the proposed
method.
",Jiang He; Jie Li; Qiangqiang Yuan; Huanfeng Shen; Liangpei Zhang,10.48550/arXiv.2011.09701,http://arxiv.org/abs/2011.09701v2
http://arxiv.org/abs/2204.01736v1,2022,"Tracking Urbanization in Developing Regions with Remote Sensing
  Spatial-Temporal Super-Resolution","  Automated tracking of urban development in areas where construction
information is not available became possible with recent advancements in
machine learning and remote sensing. Unfortunately, these solutions perform
best on high-resolution imagery, which is expensive to acquire and infrequently
available, making it difficult to scale over long time spans and across large
geographies. In this work, we propose a pipeline that leverages a single
high-resolution image and a time series of publicly available low-resolution
images to generate accurate high-resolution time series for object tracking in
urban construction. Our method achieves significant improvement in comparison
to baselines using single image super-resolution, and can assist in extending
the accessibility and scalability of building construction tracking across the
developing world.
",Yutong He; William Zhang; Chenlin Meng; Marshall Burke; David B. Lobell; Stefano Ermon,10.48550/arXiv.2204.01736,http://arxiv.org/abs/2204.01736v1
